"note","user","startSession","clickInputNote","saveNote","cancelNote","updateNote","hoverTextarea","hoverEntityInNote","addEntity","addEntityRepeat","removeEntity","removeFromYear","removeFromChart","replyToNote","clickEditNote","selectCountry","deselectCountry","hoverCountryLabel","deselectAll","deleteNote","viewCountryNote","viewYearNote","removeFilter","viewDiscussion","removeDiscussion","showNotes","onlyShowMine","alsoShowPublic","hideNotes","dragNode","hoverNode","scrollToView","gotoQuestionnaire","checkQuestionnaire","checkTutorial","checkTask","toHidden","toVisible","hoverNoteInNote","hoverNoteText","selectYear","selectYearNote","play","playNote","stop","stopNote","hoverMapPoint","hoverMapPointNote","hoverTimeline","hoverTimelineNote","hoverSpecificYear","hoverSpecificYearNote","hoverYearLabel","hoverYearLabelNote","hoverMouseline","hoverMouselineNote"
"5ecc1504bccbe221a1622357",39,3,14,4,9,0,9,1,126,10,42,0,1,0,0,54,22,1,9,0,1,25,1,0,0,10,5,4,7,0,0,0,0,2,2,3,13,13,0,1,22,0,4,0,4,0,1,0,0,0,0,0,0,0,1,1
"5ecc159dbccbe221a162239b",39,3,15,5,9,0,11,1,141,10,50,0,1,0,0,60,28,1,9,0,1,29,3,0,0,10,8,7,7,0,0,0,0,2,2,3,13,13,0,1,24,0,4,0,4,0,1,0,0,0,0,0,0,0,1,1
"5ed10a225250f80529911f03",40,1,1,1,0,0,5,0,2,0,1,0,0,0,0,23,17,0,1,0,0,1,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"5ed10aca5250f80529911f1b",40,1,2,2,0,0,8,0,3,0,1,0,0,0,0,24,20,0,1,0,0,1,1,0,0,3,1,1,2,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"5ed10cc55250f80529911f52",40,1,3,3,0,0,16,1,6,0,2,0,0,0,0,30,25,2,2,0,0,1,1,0,0,4,1,1,3,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0
"5ed10ebb5250f80529911f75",40,1,5,4,1,0,23,1,9,0,3,0,0,0,0,37,30,3,3,0,0,1,1,0,0,4,1,1,3,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,0
"5ed1216f5250f805299120dd",40,2,6,5,1,1,24,1,10,0,3,0,0,0,1,47,36,3,4,0,0,1,1,0,0,6,3,3,4,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,6,0
"5ed3facd5250f805299145cf",41,1,1,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5ed3fb165250f805299145d5",41,1,2,2,0,0,2,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5ed3fb715250f805299145e1",41,1,3,3,0,0,3,0,11,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5ed3fba75250f805299145ed",41,1,4,4,0,0,4,0,14,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"5ed3fbf85250f805299145f9",41,1,5,5,0,0,5,0,20,0,0,0,1,0,0,4,0,1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0
"5ecc2e53bccbe221a1622adb",42,1,1,1,0,0,2,0,4,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecc2f12bccbe221a1622b65",42,1,2,2,0,0,4,0,8,0,2,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecc2fbebccbe221a1622c14",42,1,3,3,0,0,9,0,12,1,4,0,0,0,0,10,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecc3051bccbe221a1622ca3",42,1,4,4,0,0,11,0,14,1,4,0,0,0,0,15,11,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecc30a9bccbe221a1622cfb",42,1,5,5,0,0,13,0,16,1,4,0,0,0,0,17,13,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5ecc314bbccbe221a1622d88",42,1,6,6,0,0,16,0,18,1,4,0,0,0,0,29,24,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"5ecd78cdbccbe221a1629d2e",43,1,1,1,0,0,8,0,3,0,1,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecd7a95bccbe221a1629dc1",43,1,2,2,0,0,19,0,7,0,1,0,0,0,0,10,4,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1
"5ecd7bf7bccbe221a1629e52",43,1,3,3,0,0,22,0,15,0,3,0,0,0,0,12,4,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,24,0,4,1,4,1,2,0,0,0,0,0,0,0,1,1
"5ecd7d6cbccbe221a1629eb6",43,1,4,4,0,1,25,0,18,0,3,0,0,0,1,17,6,0,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,3,24,0,4,3,4,3,3,2,1,0,2,2,0,0,1,2
"5ecd81fcbccbe221a1629f3b",43,1,5,5,0,1,34,1,23,0,3,0,0,0,1,23,8,0,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,3,27,0,4,3,4,3,3,2,2,0,2,2,0,0,1,2
"5ecc3e8bbccbe221a1623b0a",44,1,1,1,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5ecc3f02bccbe221a1623b95",44,1,2,2,0,0,2,0,4,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5ecc3f75bccbe221a1623c25",44,1,3,3,0,0,4,0,6,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"5ecc3ffbbccbe221a1623cd1",44,1,4,4,0,0,6,0,8,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"5ecc4047bccbe221a1623d4f",44,1,5,5,0,0,7,0,9,0,0,0,0,0,0,7,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"5ecceb31bccbe221a1627cc4",45,1,1,1,0,0,3,0,5,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5eccec60bccbe221a1627cf3",45,1,2,2,0,0,5,0,9,2,2,0,0,0,0,9,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"5eccecc9bccbe221a1627d0a",45,1,2,3,0,0,6,0,10,2,2,0,0,1,0,9,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"5ecced74bccbe221a1627d27",45,1,3,4,0,0,6,0,17,2,2,0,0,1,0,13,3,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"5eccee33bccbe221a1627d4e",45,1,4,5,0,0,7,0,20,2,2,0,0,1,0,17,4,3,3,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1
"5ed53e545250f80529914f94",46,1,1,1,1,2,3,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5ed53fff5250f80529914fab",46,1,2,2,3,3,4,0,7,0,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"5ed540835250f80529914fc2",46,1,3,3,3,3,5,0,9,0,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
"5ed540cf5250f80529914fc4",46,1,4,4,3,3,6,0,10,0,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
"5ed541145250f80529914fd0",46,1,5,5,3,3,7,0,11,0,1,0,0,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0
"5ece03e6bccbe221a162aa2c",47,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"5ece047abccbe221a162aa44",47,1,2,2,0,0,1,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"5ece04c2bccbe221a162aa50",47,1,3,3,0,0,2,0,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"5ece053bbccbe221a162aa67",47,1,4,4,0,0,3,0,4,0,0,0,0,0,0,9,4,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,1,0,2,0,0,0,0,0
"5ece05c3bccbe221a162aa73",47,1,4,5,0,0,4,0,5,0,0,0,0,1,0,9,4,1,1,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,0,1,0,2,1,0,0,0,1
"5ecd3cbfbccbe221a16291fa",48,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5ecd3d43bccbe221a162922f",48,1,3,2,1,1,1,0,3,0,1,0,0,0,1,11,9,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"5ecd3e74bccbe221a16292b1",48,1,4,3,1,1,4,0,4,0,1,0,0,0,1,13,11,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"5ecd3ef0bccbe221a16292ec",48,1,5,4,1,1,6,0,5,0,1,0,0,0,1,18,16,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"5ecd3f84bccbe221a162934a",48,1,6,5,1,1,7,0,6,0,1,0,0,0,1,23,21,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"5ed36c8e5250f80529913995",49,1,2,1,1,0,1,0,2,0,0,0,0,0,0,14,7,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,3,3,0,0,5,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"5ed36da95250f805299139e7",49,1,5,3,3,2,4,0,5,1,0,0,1,0,3,27,11,2,9,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,6,6,0,0,5,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"5ed36ded5250f80529913a0a",49,1,6,4,3,2,5,0,6,1,0,0,1,0,3,29,14,2,9,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,6,6,0,0,5,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"5ed36e7c5250f80529913a2e",49,1,8,6,4,2,7,0,9,1,1,0,2,0,4,37,21,2,9,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,6,6,0,0,5,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"5ed36e9c5250f80529913a3a",49,1,9,7,4,2,8,0,10,1,1,0,2,0,4,38,23,2,9,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,6,6,0,0,5,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
"5ecc5b7ebccbe221a16252c4",50,1,4,5,1,2,8,0,17,4,6,1,0,2,2,17,4,0,7,0,2,1,1,1,1,4,5,5,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2
"5ecc5c66bccbe221a1625344",50,1,1,2,1,0,4,0,9,0,4,1,0,2,0,11,4,0,2,0,2,0,0,1,1,3,4,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"5ecc5cc3bccbe221a1625388",50,1,2,3,1,0,5,0,11,0,4,1,0,2,0,15,4,0,5,0,2,0,1,1,1,3,5,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"5ecc5d38bccbe221a1625400",50,1,3,4,1,1,7,0,15,4,5,1,0,2,1,16,4,0,6,0,2,0,1,1,1,4,5,4,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"5ecc5d81bccbe221a1625433",50,1,4,5,1,1,8,0,17,4,5,1,0,2,1,17,4,0,7,0,2,0,1,1,1,4,5,4,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1
"5eccbb1cbccbe221a16274dd",51,1,1,1,0,0,5,0,6,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,3,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"5eccbb90bccbe221a16274fb",51,1,1,2,0,0,5,0,7,0,2,0,0,1,0,4,2,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,1,3,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"5eccbc3bbccbe221a162751d",51,1,2,3,0,0,6,0,8,0,2,0,0,1,0,6,4,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,0,1,3,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"5eccbc9bbccbe221a162751f",51,1,3,4,0,0,6,0,9,0,2,0,0,1,0,8,6,0,0,0,0,0,0,0,0,2,3,3,1,0,0,0,0,0,1,3,1,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
"5eccbd02bccbe221a1627541",51,1,4,5,0,0,8,0,10,0,2,0,0,1,0,11,9,0,0,0,0,0,0,0,0,2,4,4,1,0,0,0,0,0,1,3,2,2,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
"5ed03f575250f80529911836",52,1,1,1,0,0,10,0,12,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,10,0,0,143,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"5ed041b65250f805299118b2",52,1,2,2,0,0,13,0,18,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,16,16,0,0,176,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1
"5ed043575250f8052991192e",52,1,3,3,0,0,14,1,21,4,8,0,0,0,0,2,1,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,2,1,20,20,0,0,199,0,0,2,0,2,2,1,0,0,0,0,1,0,0,1
"5ed044885250f80529911988",52,1,5,4,1,0,15,1,24,4,8,0,0,0,0,3,2,1,0,0,0,8,0,0,0,2,1,0,2,0,0,0,0,0,2,1,23,23,0,0,212,0,0,2,0,2,2,1,0,0,0,0,2,0,0,1
"5ed045eb5250f805299119b9",52,1,6,5,1,0,16,1,27,4,8,0,0,0,0,5,2,1,0,0,0,8,0,0,0,2,1,0,2,0,0,0,0,0,2,1,24,24,0,0,213,0,0,2,0,2,5,1,0,0,0,0,2,0,1,1
"5ed0414d5250f80529911890",53,1,1,1,0,0,2,0,1,0,0,0,0,0,0,9,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5ed042875250f805299118ea",53,1,2,2,0,0,3,0,3,0,1,0,0,0,0,25,21,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"5ed0432c5250f80529911917",53,1,3,3,0,0,5,0,5,0,1,0,0,0,0,46,24,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"5ed044705250f80529911987",53,1,4,4,0,0,7,0,8,7,2,0,0,0,0,72,38,9,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2
"5ed044e05250f805299119ab",53,1,5,5,0,0,8,0,10,7,3,0,0,0,0,80,41,9,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2
"5ecd7887bccbe221a1629d2d",54,1,1,1,0,0,4,0,4,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5ecd7990bccbe221a1629d5c",54,1,2,2,0,0,8,0,6,0,2,0,0,0,0,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
"5ecd7a78bccbe221a1629dc0",54,1,3,3,0,0,10,0,7,0,2,0,0,0,0,13,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
"5ecd7b27bccbe221a1629df0",54,1,4,4,0,0,11,0,8,0,2,0,0,0,0,20,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,0,0,66,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
"5ecd7bd0bccbe221a1629e3a",54,1,5,5,0,0,13,0,9,0,2,0,0,0,0,24,8,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,0,0,66,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2
"5ecd7cdfbccbe221a1629ea3",54,1,6,6,0,0,16,0,11,0,2,0,0,0,0,30,11,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,0,1,79,0,0,0,0,0,2,1,1,0,1,1,0,0,3,2
"5ecefd99bccbe221a162c1ba",55,1,1,1,0,0,3,0,2,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"5ecefddcbccbe221a162c1c6",55,1,2,2,0,0,4,0,4,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"5ecefe24bccbe221a162c1d4",55,1,3,3,0,0,5,0,5,0,0,0,0,0,0,12,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
"5ecefe64bccbe221a162c1e1",55,1,4,4,0,0,6,0,6,0,0,0,0,0,0,15,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0
"5ecefe95bccbe221a162c1ed",55,1,5,5,0,0,7,0,7,0,0,1,0,0,0,18,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0
"5ecce8f5bccbe221a1627c49",56,1,1,1,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"5ecce973bccbe221a1627c6b",56,1,2,2,0,0,3,0,2,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"5eccea05bccbe221a1627c83",56,1,3,3,0,0,5,0,3,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"5ecceac1bccbe221a1627ca2",56,1,5,5,1,2,11,0,5,0,0,0,0,0,3,22,20,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0
"5ecceb44bccbe221a1627cd0",56,1,5,5,1,1,11,0,4,0,0,0,0,0,2,21,15,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0
"5ecf8824bccbe221a162c62d",57,1,1,1,0,0,2,1,5,0,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ecf88debccbe221a162c64d",57,1,2,2,0,0,3,1,6,0,1,0,0,0,0,10,9,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5ecf895dbccbe221a162c65a",57,1,3,3,0,0,5,1,7,0,1,0,0,0,0,12,10,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5ecf89efbccbe221a162c67f",57,1,4,4,0,0,10,1,8,0,1,0,0,0,0,13,12,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5ecf8a7ebccbe221a162c68b",57,1,5,5,0,0,11,1,9,0,1,0,0,0,0,18,14,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"5ed55a715250f805299150b3",58,1,5,5,1,8,10,0,7,0,0,0,0,1,8,50,48,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"5ed55b2c5250f805299150ca",58,1,5,5,1,7,10,0,6,0,0,0,0,1,7,48,47,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"5ed55bdd5250f80529915103",58,1,5,5,1,4,10,0,5,0,0,0,0,1,4,45,44,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"5ed55c435250f8052991511a",58,1,5,5,1,3,10,0,4,0,0,0,0,1,3,44,43,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"5ed55cd65250f8052991513c",58,1,5,5,1,2,10,0,3,0,0,0,0,1,2,43,42,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"5ecc5fafbccbe221a1625605",59,1,2,2,0,2,4,0,2,0,0,0,0,0,2,7,0,4,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
"5ecc6058bccbe221a1625643",59,1,2,2,0,1,4,0,1,0,0,0,0,0,1,5,0,4,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
"5ecc6162bccbe221a16256c7",59,1,3,3,0,2,5,0,3,0,0,0,0,0,2,10,0,5,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0
"5ecc623bbccbe221a162576c",59,1,4,4,0,3,6,0,4,0,0,0,0,0,3,20,8,9,5,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0
"5ecc62c4bccbe221a16257fb",59,1,5,5,0,3,7,0,5,0,0,0,0,0,3,22,8,9,6,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,3,0,0,0,0,0,1,0
